X,Y,objectid,unique_record_id,ga_id,unique_site_id,authority,licence_no,co_located,facility_management_type,facility_infastructure_type,facility_owner,facility_name,state,address,suburb,postcode,operational_status,spatial_confidence,capture_method,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_suburb,gnaf_postcode,gnaf_confidence,gnaf_date_created,gnaf_date_last_modfied,gnaf_date_retired
145.6490926,-37.77453087,5812,WASTVIC1254,1918,VIC01102,,,,DROP-OFF,TRANSFER STATION,YARRA RANGES SHIRE COUNCIL,WESBURN RECOVERY AND WASTE TRANSFER STATION,VIC,689 OLD WARBURTON ROAD,WESBURN,3799,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC424719993,689 OLD WARBURTON ROAD,WESBURN,3799,0,20150204,20210727,
143.974133,-38.2390477399999,5813,WASTVIC1267,903,VIC01114,,,,DROP-OFF,TRANSFER STATION,SURF COAST SHIRE COUNCIL,WINCHELSEA TRANSFER STATION,VIC,55 CRESSY ROAD,WINCHELSEA,3241,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC421230936,55 CRESSY ROAD,WINCHELSEA,3241,0,20190506,20210707,
146.9061121,-36.11801588,5814,WASTVIC1271,,VIC01117,,,YES,REUSE,REUSE SHOP,WODONGA COUNCIL,WODONGA REUSE SHOP,VIC,29 KANE ROAD,WODONGA,3690,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423939006,29 KANE ROAD,WODONGA,3690,1,20121101,20210707,
146.9061121,-36.11801588,5815,WASTVIC1272,,VIC01117,,,YES,DROP-OFF,TRANSFER STATION,WODONGA COUNCIL,WODONGA TRANSFER STATION,VIC,29 KANE ROAD,WODONGA,3690,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423939006,29 KANE ROAD,WODONGA,3690,1,20121101,20210707,
146.9061121,-36.11801588,5816,WASTVIC1273,,VIC01117,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,WODONGA COUNCIL,WODONGA TRANSFER STATION,VIC,29 KANE ROAD,WODONGA,3690,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423939006,29 KANE ROAD,WODONGA,3690,1,20121101,20210707,
146.9061121,-36.11801588,5817,WASTVIC1274,,VIC01117,,,YES,RECYCLING,METALS RECOVERY FACILITY,WODONGA COUNCIL,WODONGA TRANSFER STATION,VIC,29 KANE ROAD,WODONGA,3690,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423939006,29 KANE ROAD,WODONGA,3690,1,20121101,20210707,
145.5840114,-38.62209381,5818,WASTVIC1288,729,VIC01129,,,,DROP-OFF,TRANSFER STATION,BASS COAST SHIRE COUNCIL,WONTHAGGI TRANSFER STATION,VIC,180 CAMERON STREET,WONTHAGGI,3995,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423876235,180 CAMERON STREET,WONTHAGGI,3995,1,20170501,20210707,
145.6048281,-38.6095335099999,5819,WASTVIC1291,,VIC01132,,,,RECYCLING,ORGANICS RECYCLING FACILITY,BUILDING BITZ,BUILDING BITZ,VIC,5 LOUGHRAN DRIVE,WONTHAGGI,3995,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC420044144,5 LOUGHRAN DRIVE,WONTHAGGI,3995,1,20121101,20210707,
144.5414709,-37.3695642499999,5820,WASTVIC1294,859,VIC01135,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,MACEDON RANGES SHIRE COUNCIL,WOODEND TRANSFER STATION,VIC,149 QUARRY ROAD,WOODEND,3442,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC424677445,149 QUARRY ROAD,WOODEND,3442,0,20121101,20210707,
144.5414709,-37.3695642499999,5821,WASTVIC1295,859,VIC01135,,,YES,DROP-OFF,TRANSFER STATION,MACEDON RANGES SHIRE COUNCIL,WOODEND TRANSFER STATION,VIC,149 QUARRY ROAD,WOODEND,3442,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC424677445,149 QUARRY ROAD,WOODEND,3442,0,20121101,20210707,
143.2563324,-36.06388083,5822,WASTVIC1301,1921,VIC01141,,,,DROP-OFF,TRANSFER STATION,BULOKE SHIRE COUNCIL,WYCHEPROOF TRANSFER STATION,VIC,281 MACKIES ROAD,WYCHEPROOF,3527,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC423831446,281 MACKIES ROAD,WYCHEPROOF,3527,0,20121101,20210707,
145.6135573,-37.12060851,5823,WASTVIC1308,,VIC01148,,,,RECYCLING,ORGANICS RECYCLING FACILITY,AZTEC INDUSTRIES PTY LTD,BLOW IT MULCH & MEGA MULCH,VIC,6309 MAROONDAH HIGHWAY,YARCK,3719,OPERATIONAL,3,GNAF ADDRESS MATCH,GAVIC420252108,6309 MAROONDAH HIGHWAY,YARCK,3719,2,20170808,20210707,
115.81912,-31.86492,5824,WASTWA42,724,WA00036,DWER WA,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5825,WASTWA43,724,WA00036,DWER WA,,YES,DROP-OFF,TRANSFER STATION,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5826,WASTWA44,,WA00036,,,YES,RECYCLING,C&D WASTE RECYCLING FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5827,WASTWA45,,WA00036,,,YES,RECYCLING,METALS RECOVERY FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5828,WASTWA46,,WA00036,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5829,WASTWA47,,WA00036,,,YES,RECYCLING,PAPER AND CARDBOARD RECYCLING FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5830,WASTWA48,,WA00036,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5831,WASTWA49,,WA00036,,,YES,RECYCLING,OTHER RECYCLING FACILITY,STIRLING CITY COUNCIL,BALCATTA RECYCLING CENTRE,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.81912,-31.86492,5832,WASTWA50,,WA00036,,,YES,REUSE,REUSE SHOP,STIRLING CITY COUNCIL,BALCATTA RECYCLING SHOP,WA,238 BALCATTA ROAD,BALCATTA,6021,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162650345,238 BALCATTA ROAD,BALCATTA,6021,0,20141105,20210801,
115.92448,-31.9040899999999,5833,WASTWA86,719,WA00059,DWER WA,,YES,DROP-OFF,TRANSFER STATION,BAYSWATER CITY COUNCIL,BAYSWATER TRANSFER STATION,WA,271 COLLIER ROAD,BAYSWATER,6053,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146688301,271 COLLIER ROAD,BAYSWATER,6053,1,20121101,20210707,
115.92448,-31.9040899999999,5834,WASTWA87,719,WA00059,DWER WA,,YES,DROP-OFF,TRANSFER STATION,CLEANAWAY,BAYSWATER TRANSFER STATION,WA,271 COLLIER ROAD,BAYSWATER,6053,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146688301,271 COLLIER ROAD,BAYSWATER,6053,1,20121101,20210707,
115.80583,-32.10982,5835,WASTWA112,,WA00084,DWER WA,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),SUEZ AUSTRALIA PTY LTD,SUEZ BIBRA LAKE MRF,WA,65 HOWSON WAY,BIBRA LAKE,6163,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147328489,65 HOWSON WAY,BIBRA LAKE,6163,1,20121101,20210707,
115.80583,-32.10982,5836,WASTWA113,,WA00084,,,YES,DROP-OFF,TRANSFER STATION,SUEZ AUSTRALIA PTY LTD,SUEZ BIBRA LAKE RRC,WA,65 HOWSON WAY,BIBRA LAKE,6163,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147328489,65 HOWSON WAY,BIBRA LAKE,6163,1,20121101,20210707,
115.8897701,-32.0779362499999,5837,WASTWA215,723,WA00159,DWER WA,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),SOUTHERN METROPOLITAN REGIONAL COUNCIL,SMRC REGIONAL RESOURCE RECOVERY CENTRE,WA,350 BANNISTER ROAD,CANNING VALE,6155,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719648362,350 BANNISTER ROAD,CANNING VALE,6155,1,20200202,20210707,
115.8897701,-32.0779362499999,5838,WASTWA216,723,WA00159,DWER WA,,YES,DROP-OFF,TRANSFER STATION,SOUTHERN METROPOLITAN REGIONAL COUNCIL,SMRC REGIONAL RESOURCE RECOVERY CENTRE,WA,350 BANNISTER ROAD,CANNING VALE,6155,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719648362,350 BANNISTER ROAD,CANNING VALE,6155,1,20200202,20210707,
115.8897701,-32.0779362499999,5839,WASTWA217,723,WA00159,DWER WA,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,SOUTHERN METROPOLITAN REGIONAL COUNCIL,SMRC REGIONAL RESOURCE RECOVERY CENTRE,WA,350 BANNISTER ROAD,CANNING VALE,6155,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719648362,350 BANNISTER ROAD,CANNING VALE,6155,1,20200202,20210707,
115.8897701,-32.0779362499999,5840,WASTWA218,,WA00159,DWER WA,,YES,RECYCLING,GLASS BENEFICIATION FACILITY,SOUTHERN METROPOLITAN REGIONAL COUNCIL,SMRC REGIONAL RESOURCE RECOVERY CENTRE,WA,350 BANNISTER ROAD,CANNING VALE,6155,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719648362,350 BANNISTER ROAD,CANNING VALE,6155,1,20200202,20210707,
115.548576,-33.56653754,5841,WASTWA226,246,WA00166,DWER WA,,,DROP-OFF,TRANSFER STATION,CAPEL SHIRE COUNCIL,CAPEL WASTE TRANSFER STATION,WA,79 RANGE ROAD,CAPEL,6271,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_163154444,79 RANGE ROAD,CAPEL,6271,0,20121101,20210707,
115.8813235,-31.9972739899999,5842,WASTWA263,722,WA00201,DWER WA,,YES,DROP-OFF,TRANSFER STATION,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5843,WASTWA264,,WA00201,,,YES,RECYCLING,METALS RECOVERY FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5844,WASTWA265,,WA00201,,,YES,RECYCLING,PLASTICS REPROCESSING FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5845,WASTWA266,,WA00201,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5846,WASTWA267,,WA00201,,,YES,RECYCLING,PAPER AND CARDBOARD RECYCLING FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5847,WASTWA268,,WA00201,,,YES,RECYCLING,RUBBER RECYCLING FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.8813235,-31.9972739899999,5848,WASTWA269,,WA00201,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,SOUTH PERTH CITY COUNCIL,SOUTH PERTH RECYCLING CENTRE,WA,199 THELMA STREET,COMO,6152,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_148814503,199 THELMA STREET,COMO,6152,1,20121101,20210707,
115.9668166,-32.1945828,5849,WASTWA452,,WA00357,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,ARMADALE CITY COUNCIL,ARMADALE LANDFILL & RECYCLING FACILITY,WA,145 HOPKINSON ROAD,HILBERT,6112,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719499431,145 HOPKINSON ROAD,HILBERT,6112,1,20171028,20210707,
115.9668166,-32.1945828,5850,WASTWA453,,WA00357,DWER WA,,YES,DROP-OFF,TRANSFER STATION,ARMADALE CITY COUNCIL,ARMADALE LANDFILL & RECYCLING FACILITY,WA,145 HOPKINSON ROAD,HILBERT,6112,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_719499431,145 HOPKINSON ROAD,HILBERT,6112,1,20171028,20210707,
116.61648,-32.3695119999999,5851,WASTWA485,431,WA00382,DWER WA,,,DISPOSAL,LANDFILL – INERT,STEG PTY LTD,BUCKINGHAM ROAD INERT LANDFILL,WA,326 BUCKINGHAM ROAD,JELCOBINE,6306,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162259978,326 BUCKINGHAM ROAD,JELCOBINE,6306,2,20121101,20210707,
114.6644761,-28.8038494899999,5852,WASTWA786,266,WA00641,DWER WA,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,GERALDTON GREENOUGH CITY COUNCIL,GERALDTON GREENOUGH CITY COUNCIL,WA,61 LANDFILL LANE,NARNGULU,6532,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162246672,61 LANDFILL LANE,NARNGULU,6532,1,20160501,20210707,
114.6644761,-28.8038494899999,5853,WASTWA787,266,WA00641,DWER WA,,YES,REUSE,REUSE SHOP,GERALDTON GREENOUGH CITY COUNCIL,GERALDTON REUSE & RECYCLING CENTRE,WA,61 LANDFILL LANE,NARNGULU,6532,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162246672,61 LANDFILL LANE,NARNGULU,6532,1,20160501,20210707,
114.6644761,-28.8038494899999,5854,WASTWA788,266,WA00641,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,GREATER GERALDTON CITY COUNCIL,MERU WASTE DISPOSAL FACILITY,WA,61 LANDFILL LANE,NARNGULU,6532,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162246672,61 LANDFILL LANE,NARNGULU,6532,1,20160501,20210707,
114.6644761,-28.8038494899999,5855,WASTWA789,,WA00641,,,YES,RECYCLING,METALS RECOVERY FACILITY,GREATER GERALDTON CITY COUNCIL,MERU WASTE DISPOSAL FACILITY,WA,61 LANDFILL LANE,NARNGULU,6532,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162246672,61 LANDFILL LANE,NARNGULU,6532,1,20160501,20210707,
114.6644761,-28.8038494899999,5856,WASTWA790,,WA00641,,,YES,DROP-OFF,TRANSFER STATION,GREATER GERALDTON CITY COUNCIL,MERU WASTE DISPOSAL FACILITY,WA,61 LANDFILL LANE,NARNGULU,6532,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162246672,61 LANDFILL LANE,NARNGULU,6532,1,20160501,20210707,
115.0571089,-33.61865406,5857,WASTWA801,254,WA00649,DWER WA,,,DISPOSAL,LANDFILL – PUTRESCIBLE,BUSSELTON SHIRE COUNCIL,DUNSBOROUGH WASTE FACILITY,WA,48 WESTERN CAPE DRIVE,NATURALISTE,6281,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162271373,48 WESTERN CAPE DRIVE,NATURALISTE,6281,2,20150205,20210707,
115.7605047,-32.50434755,5858,WASTWA914,260,WA00738,,,,DISPOSAL,LANDFILL – PUTRESCIBLE,MANDURAH CITY COUNCIL,MANDURAH WASTE MANAGEMENT CENTRE,WA,80 CORSICAN PLACE,PARKLANDS,6180,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_718388101,80 CORSICAN PLACE,PARKLANDS,6180,1,20141105,20210707,
115.82582,-32.2173,5859,WASTWA966,,WA00776,DWER WA,,YES,RECYCLING,GLASS REPROCESSING FACILITY,APPALA HOLDINGS PTY LTD ,POSTANS GLASS PROCESSING AND WASTE SORTING FACILIT,WA,119 MCLAUGHLAN ROAD,POSTANS,6167,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147337445,119 MCLAUGHLAN ROAD,POSTANS,6167,1,20121101,20210707,
115.82582,-32.2173,5860,WASTWA967,,WA00776,DWER WA,,YES,RECYCLING,C&D WASTE RECYCLING FACILITY,APPALA HOLDINGS PTY LTD ,POSTANS GLASS PROCESSING AND WASTE SORTING FACILIT,WA,119 MCLAUGHLAN ROAD,POSTANS,6167,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147337445,119 MCLAUGHLAN ROAD,POSTANS,6167,1,20121101,20210707,
115.82582,-32.2173,5861,WASTWA968,,WA00776,DWER WA,,YES,DROP-OFF,TRANSFER STATION,APPALA HOLDINGS PTY LTD ,POSTANS GLASS PROCESSING AND WASTE SORTING FACILIT,WA,119 MCLAUGHLAN ROAD,POSTANS,6167,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147337445,119 MCLAUGHLAN ROAD,POSTANS,6167,1,20121101,20210707,
115.82582,-32.2173,5862,WASTWA969,,WA00776,DWER WA,,YES,RECYCLING,C&D WASTE RECYCLING FACILITY,FARFIELD HOLDINGS PTY LTD,CAPITAL RECYCLING - POSTANS,WA,119 MCLAUGHLAN ROAD,POSTANS,6167,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147337445,119 MCLAUGHLAN ROAD,POSTANS,6167,1,20121101,20210707,
116.1063124,-31.8338391299999,5863,WASTWA980,,WA00786,DWER WA,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1063124,-31.8338391299999,5864,WASTWA981,,WA00786,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1063124,-31.8338391299999,5865,WASTWA982,,WA00786,DWER WA,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1063124,-31.8338391299999,5866,WASTWA983,,WA00786,DWER WA,,YES,DROP-OFF,TRANSFER STATION,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1063124,-31.8338391299999,5867,WASTWA984,,WA00786,,,YES,RECYCLING,METALS RECOVERY FACILITY,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1063124,-31.8338391299999,5868,WASTWA985,,WA00786,,,YES,RECYCLING,PAPER AND CARDBOARD RECYCLING FACILITY,EASTERN METROPOLITAN REGIONAL COUNCIL,RED HILL WASTE MANAGEMENT FACILITY,WA,1094 TOODYAY ROAD,RED HILL,6056,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146700008,1094 TOODYAY ROAD,RED HILL,6056,2,20121101,20210809,
116.1234024,-34.2160101499999,5869,WASTWA986,259,WA00787,DWER WA,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,MANJIMUP SHIRE COUNCIL,MANJIMUP RECYCLING & REFUSE CENTRE,WA,62 RALSTON ROAD,RINGBARK,6258,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_163395317,62 RALSTON ROAD,RINGBARK,6258,2,20160121,20210707,
116.1234024,-34.2160101499999,5870,WASTWA987,,WA00787,DWER WA,,YES,REUSE,REUSE SHOP,MANJIMUP SHIRE COUNCIL,MANJIMUP RECYCLING & REFUSE CENTRE,WA,62 RALSTON ROAD,RINGBARK,6258,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_163395317,62 RALSTON ROAD,RINGBARK,6258,2,20160121,20210707,
116.1234024,-34.2160101499999,5871,WASTWA988,,WA00787,DWER WA,,YES,DROP-OFF,TRANSFER STATION,MANJIMUP SHIRE COUNCIL,MANJIMUP RECYCLING & REFUSE CENTRE,WA,62 RALSTON ROAD,RINGBARK,6258,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_163395317,62 RALSTON ROAD,RINGBARK,6258,2,20160121,20210707,
115.75713,-32.27494,5872,WASTWA991,2254,WA00790,DWER WA,,,DROP-OFF,TRANSFER STATION,DAROMI PTY LTD,R.M.D. TANKERS,WA,23 HURRELL WAY,ROCKINGHAM,6168,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_146849247,23 HURRELL WAY,ROCKINGHAM,6168,2,20121101,20210707,
115.79225,-31.95771,5873,WASTWA1008,,WA00807,DWER WA,,YES,RECYCLING,MATERIALS RECOVERY FACILITY (MRF),BROCKWASTE WA OPERATIONS PTY LTD,BROCKWASTE WA,WA,60 LEMNOS STREET,SHENTON PARK,6008,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147107038,60 LEMNOS STREET,SHENTON PARK,6008,1,20121101,20210707,
115.79225,-31.95771,5874,WASTWA1009,,WA00807,DWER WA,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,BROCKWASTE WA OPERATIONS PTY LTD,BROCKWASTE WA,WA,60 LEMNOS STREET,SHENTON PARK,6008,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147107038,60 LEMNOS STREET,SHENTON PARK,6008,1,20121101,20210707,
115.79225,-31.95771,5875,WASTWA1010,,WA00807,DWER WA,,YES,DROP-OFF,TRANSFER STATION,WESTERN METROPOLITAN REGIONAL COUNCIL,WEST METRO RECYCLING CENTRE,WA,60 LEMNOS STREET,SHENTON PARK,6008,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147107038,60 LEMNOS STREET,SHENTON PARK,6008,1,20121101,20210707,
115.7285665,-31.70551074,5876,WASTWA1036,277,WA00832,,,YES,DROP-OFF,TRANSFER STATION,MINDARIE REGIONAL COUNCIL,TAMALA PARK RECYCLING CENTRE,WA,1700 MARMION AVENUE,TAMALA PARK,6030,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147417668,1700 MARMION AVENUE,TAMALA PARK,6030,1,20220209,20220202,
115.7285665,-31.70551074,5877,WASTWA1037,277,WA00832,,,YES,RECYCLING,ORGANICS RECYCLING FACILITY,MINDARIE REGIONAL COUNCIL,TAMALA PARK RECYCLING CENTRE,WA,1700 MARMION AVENUE,TAMALA PARK,6030,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147417668,1700 MARMION AVENUE,TAMALA PARK,6030,1,20220209,20220202,
115.7285665,-31.70551074,5878,WASTWA1038,277,WA00832,,,YES,REUSE,REUSE SHOP,MINDARIE REGIONAL COUNCIL,TAMALA PARK REUSE SHOP,WA,1700 MARMION AVENUE,TAMALA PARK,6030,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147417668,1700 MARMION AVENUE,TAMALA PARK,6030,1,20220209,20220202,
115.7285665,-31.70551074,5879,WASTWA1039,277,WA00832,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,MINDARIE REGIONAL COUNCIL,TAMALA PARK WASTE MANAGEMENT CENTRE,WA,1700 MARMION AVENUE,TAMALA PARK,6030,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147417668,1700 MARMION AVENUE,TAMALA PARK,6030,1,20220209,20220202,
115.7285665,-31.70551074,5880,WASTWA1040,277,WA00832,,,YES,DISPOSAL,LANDFILL – PUTRESCIBLE,MINDARIE REGIONAL COUNCIL,TAMALA PARK WASTE MANAGEMENT FACILITY,WA,1700 MARMION AVENUE,TAMALA PARK,6030,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_147417668,1700 MARMION AVENUE,TAMALA PARK,6030,1,20220209,20220202,
115.3202951,-33.68138132,5881,WASTWA1081,,WA00864,DWER WA,,YES,DROP-OFF,TRANSFER STATION,BUSSELTON SHIRE COUNCIL,BUSSELTON TRANSFER STATION,WA,39 RENDEZVOUS ROAD,VASSE,6280,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162268595,39 RENDEZVOUS ROAD,VASSE,6280,2,20121101,20210707,
115.3202951,-33.68138132,5882,WASTWA1082,,WA00864,,,YES,DROP-OFF,E-WASTE DROP-OFF FACILITY,BUSSELTON SHIRE COUNCIL,BUSSELTON TRANSFER STATION,WA,39 RENDEZVOUS ROAD,VASSE,6280,OPERATIONAL,3,GNAF ADDRESS MATCH,GAWA_162268595,39 RENDEZVOUS ROAD,VASSE,6280,2,20121101,20210707,
